1#1+ы#1+а#1+ов#1+у#1+ам#1#1+ы#1+ом#1+ами#1+е#1+ах
0=аборт,1=аборт
0=пятка,1=пят,2=к
0=пятёрка,1=пятёр,2=к
0=разборка,1=разбор,2=к
0=разведка,1=развед,2=к
0=развязка,1=развяз,2=к
0=разработка,1=разработ,2=к
0=рамка,1=рам,2=к
0=расписка,1=распис,2=к
0=резинка,1=резин,2=к
0=решётка,1=решёт,2=к
0=рубка,1=руб,2=к
0=рукоятка,1=рукоят,2=к
0=рыбалка,1=рыбал,2=к
0=рюмка,1=рюм,2=к
0=салфетка,1=салфет,2=к
0=сборка,1=сбор,2=к
0=свалка,1=свал,2=к
0=сводка,1=свод,2=к
0=связка,1=связ,2=к
0=сделка,1=сдел,2=к
0=селёдка,1=селёд,2=к
0=сетка,1=сет,2=к
0=сказка,1=сказ,2=к
0=скидка,1=скид,2=к
0=складка,1=склад,2=к
0=скобка,1=скоб,2=к
0=сковородка,1=сковород,2=к
0=скрипка,1=скрип,2=к
0=смазка,1=смаз,2=к
0=сопка,1=соп,2=к
0=сосиска,1=сосис,2=к
0=спинка,1=спин,2=к
0=справка,1=справ,2=к
0=ссылка,1=ссыл,2=к
0=ставка,1=став,2=к
0=створка,1=створ,2=к
0=стенка,1=стен,2=к
0=стирка,1=стир,2=к
0=стопка,1=стоп,2=к
0=стоянка,1=стоян,2=к
0=страховка,1=страхов,2=к
0=стрелка,1=стрел,2=к
0=сумка,1=сум,2=к
0=схватка,1=схват,2=к
0=съёмка,1=съём,2=к
0=сыворотка,1=сыворот,2=к
0=таблетка,1=таблет,2=к
0=табуретка,1=табурет,2=к
0=тарелка,1=тарел,2=к
0=тетрадка,1=тетрад,2=к
0=травка,1=трав,2=к
0=трактовка,1=трактов,2=к
0=транспортировка,1=транспортиров,2=к
0=тренировка,1=трениров,2=к
0=тропинка,1=тропин,2=к
0=трубка,1=труб,2=к
0=тряпка,1=тряп,2=к
0=тусовка,1=тусов,2=к
0=уборка,1=убор,2=к
0=улыбка,1=улыб,2=к
0=упаковка,1=упаков,2=к
0=установка,1=установ,2=к
0=уступка,1=уступ,2=к
0=фигурка,1=фигур,2=к
0=формулировка,1=формулиров,2=к
0=фотка,1=фот,2=к
0=церка,1=цер,2=к
0=четвёрка,1=четвёр,2=к
0=чистка,1=чист,2=к
0=шапка,1=шап,2=к
0=шестёрка,1=шестёр,2=к
0=шляпка,1=шляп,2=к
0=шутка,1=шут,2=к
0=щётка,1=щёт,2=к
0=этикетка,1=этикет,2=к
0=юбка,1=юб,2=к
0=ярмарка,1=ярмар,2=к
0=ёлка,1=ёл,2=к
1+2+а#1+2+и#1+2+и#1+о+2#1+2+е#1+2+ам#1+2+у#1+2+и#1+2+ой#1+2+ами#1+2+е#1+2+ах
0=арка,1=ар,2=к
0=балка,1=бал,2=к
0=банка,1=бан,2=к
0=башка,1=баш,2=к
0=берёзка,1=берёз,2=к
0=беседка,1=бесед,2=к
0=бородка,1=бород,2=к
0=будка,1=буд,2=к
0=бутылка,1=бутыл,2=к
0=верёвка,1=верёв,2=к
0=ветка,1=вет,2=к
0=вечеринка,1=вечерин,2=к
0=вешалка,1=вешал,2=к
0=взрывчатка,1=взрывчат,2=к
0=взятка,1=взят,2=к
0=вилка,1=вил,2=к
0=винтовка,1=винтов,2=к
0=водка,1=вод,2=к
0=воронка,1=ворон,2=к
0=восьмерка,1=восьмёр,2=к
0=выборка,1=выбор,2=к
0=вывеска,1=вывес,2=к
0=выдумка,1=выдум,2=к
0=выемка,1=выем,2=к
0=выпивка,1=выпив,2=к
0=выписка,1=выпис,2=к
0=выработка,1=выработ,2=к
0=выставка,1=выстав,2=к
0=гимнастёрка,1=гимнастёр,2=к
0=глотка,1=глот,2=к
0=головка,1=голов,2=к
0=гонка,1=гон,2=к
0=горка,1=гор,2=к
0=группировка,1=группиров,2=к
0=грядка,1=гряд,2=к
0=губка,1=губ,2=к
0=десятка,1=десят,2=к
0=добавка,1=добав,2=к
0=догадка,1=догад,2=к
0=доска,1=дос,2=к
0=доставка,1=достав,2=к
0=духовка,1=духов,2=к
0=дымка,1=дым,2=к
0=дырка,1=дыр,2=к
0=жилка,1=жил,2=к
0=забастовка,1=забастов,2=к
0=загадка,1=загад,2=к
0=заготовка,1=заготов,2=к
0=загрузка,1=загруз,2=к
0=зажигалка,1=зажигал,2=к
0=закупка,1=закуп,2=к
0=закуска,1=закус,2=к
0=заметка,1=замет,2=к
0=занавеска,1=занавес,2=к
0=записка,1=запис,2=к
0=заявка,1=заяв,2=к
0=землянка,1=землян,2=к
0=иголка,1=игол,2=к
0=иномарка,1=иномар,2=к
0=калитка,1=калит,2=к
0=картинка,1=картин,2=к
0=каска,1=кас,2=к
0=квартирка,1=квартир,2=к
0=кепка,1=кеп,2=к
0=кишка,1=киш,2=к
0=клетка,1=клет,2=к
0=кнопка,1=кноп,2=к
0=коленка,1=колен,2=к
0=колонка,1=колон,2=к
0=коляска,1=коляс,2=к
0=командировка,1=командиров,2=к
0=коммуналка,1=коммунал,2=к
0=комнатка,1=комнат,2=к
0=корка,1=кор,2=к
0=коробка,1=короб,2=к
0=корректировка,1=корректиров,2=к
0=краска,1=крас,2=к
0=кромка,1=кром,2=к
0=куртка,1=курт,2=к
0=лавка,1=лав,2=к
0=лапка,1=лап,2=к
0=листовка,1=листов,2=к
0=лихорадка,1=лихорад,2=к
0=личинка,1=личин,2=к
0=лодка,1=лод,2=к
0=лопатка,1=лопат,2=к
0=лунка,1=лун,2=к
0=марка,1=мар,2=к
0=маска,1=мас,2=к
0=матка,1=мат,2=к
0=машинка,1=машин,2=к
0=мерка,1=мер,2=к
0=минутка,1=минут,2=к
0=миска,1=мис,2=к
0=нагрузка,1=нагруз,2=к
0=находка,1=наход,2=к
0=нехватка,1=нехват,2=к
0=нитка,1=нит,2=к
0=новинка,1=новин,2=к
0=обработка,1=обработ,2=к
0=обстановка,1=обстанов,2=к
0=оговорка,1=оговор,2=к
0=окраска,1=окрас,2=к
0=опаска,1=опас,2=к
0=остановка,1=останов,2=к
0=отделка,1=отдел,2=к
0=открытка,1=открыт,2=к
0=отметка,1=отмет,2=к
0=отправка,1=отправ,2=к
0=отработка,1=отработ,2=к
0=отставка,1=отстав,2=к
0=оценка,1=оцен,2=к
0=очистка,1=очист,2=к
0=ошибка,1=ошиб,2=к
0=палатка,1=палат,2=к
0=палка,1=пал,2=к
0=папка,1=пап,2=к
0=перевозка,1=перевоз,2=к
0=перегородка,1=перегород,2=к
0=перегрузка,1=перегруз,2=к
0=переписка,1=перепис,2=к
0=переработка,1=переработ,2=к
0=перчатка,1=перчат,2=к
0=песенка,1=песен,2=к
0=планка,1=план,2=к
0=пластинка,1=пластин,2=к
0=плитка,1=плит,2=к
0=площадка,1=площад,2=к
0=пляска,1=пляс,2=к
0=плёнка,1=плён,2=к
0=повестка,1=повест,2=к
0=повязка,1=повяз,2=к
0=поговорка,1=поговор,2=к
0=подвеска,1=подвес,2=к
0=подготовка,1=подготов,2=к
0=подделка,1=поддел,2=к
0=подписка,1=подпис,2=к
0=поездка,1=поезд,2=к
0=покупка,1=покуп,2=к
0=полка,1=пол,2=к
0=половинка,1=половин,2=к
0=полоска,1=полос,2=к
0=поправка,1=поправ,2=к
0=попытка,1=попыт,2=к
0=посадка,1=посад,2=к
0=поставка,1=постав,2=к
0=постановка,1=постанов,2=к
0=посылка,1=посыл,2=к
0=походка,1=поход,2=к
0=предпосылка,1=предпосыл,2=к
0=прививка,1=привив,2=к
0=причёска,1=причёс,2=к
0=пробка,1=проб,2=к
0=проверка,1=провер,2=к
0=прогулка,1=прогул,2=к
0=прокладка,1=проклад,2=к
0=прописка,1=пропис,2=к
0=путёвка,1=путёв,2=к
0=пытка,1=пыт,2=к
0=пьянка,1=пьян,2=к
0=пятилетка,1=пятилет,2=к
0=пятка,1=пят,2=к
0=пятёрка,1=пятёр,2=к
0=разборка,1=разбор,2=к
0=разведка,1=развед,2=к
0=развязка,1=развяз,2=к
0=разработка,1=разработ,2=к
0=рамка,1=рам,2=к
0=расписка,1=распис,2=к
0=резинка,1=резин,2=к
0=решётка,1=решёт,2=к
0=рубка,1=руб,2=к
0=рукоятка,1=рукоят,2=к
0=рыбалка,1=рыбал,2=к
0=рюмка,1=рюм,2=к
0=салфетка,1=салфет,2=к
0=сборка,1=сбор,2=к
0=свалка,1=свал,2=к
0=сводка,1=свод,2=к
0=связка,1=связ,2=к
0=сделка,1=сдел,2=к
0=селёдка,1=селёд,2=к
0=сетка,1=сет,2=к
0=сказка,1=сказ,2=к
0=скидка,1=скид,2=к
0=складка,1=склад,2=к
0=скобка,1=скоб,2=к
0=сковородка,1=сковород,2=к
0=скрипка,1=скрип,2=к
0=смазка,1=смаз,2=к
0=сопка,1=соп,2=к
0=сосиска,1=сосис,2=к
0=спинка,1=спин,2=к
0=справка,1=справ,2=к
0=ссылка,1=ссыл,2=к
0=ставка,1=став,2=к
0=створка,1=створ,2=к
0=стенка,1=стен,2=к
0=стирка,1=стир,2=к
0=стопка,1=стоп,2=к
0=стоянка,1=стоян,2=к
0=страховка,1=страхов,2=к
0=стрелка,1=стрел,2=к
0=сумка,1=сум,2=к
0=схватка,1=схват,2=к
0=съёмка,1=съём,2=к
0=сыворотка,1=сыворот,2=к
0=таблетка,1=таблет,2=к
0=табуретка,1=табурет,2=к
0=тарелка,1=тарел,2=к
0=тетрадка,1=тетрад,2=к
0=травка,1=трав,2=к
0=трактовка,1=трактов,2=к
0=транспортировка,1=транспортиров,2=к
0=тренировка,1=трениров,2=к
0=тропинка,1=тропин,2=к
0=трубка,1=труб,2=к
0=тряпка,1=тряп,2=к
0=тусовка,1=тусов,2=к
0=уборка,1=убор,2=к
0=улыбка,1=улыб,2=к
0=упаковка,1=упаков,2=к
0=установка,1=установ,2=к
0=уступка,1=уступ,2=к
0=фигурка,1=фигур,2=к
0=формулировка,1=формулиров,2=к
0=фотка,1=фот,2=к
0=церка,1=цер,2=к
0=четвёрка,1=четвёр,2=к
0=чистка,1=чист,2=к
0=шапка,1=шап,2=к
0=шестёрка,1=шестёр,2=к
0=шляпка,1=шляп,2=к
0=шутка,1=шут,2=к
0=щётка,1=щёт,2=к
0=этикетка,1=этикет,2=к
0=юбка,1=юб,2=к
0=ярмарка,1=ярмар,2=к
0=ёлка,1=ёл,2=к
1#1+и#1+а#1+ов#1+у#1+ам#1#1+и#1+ом#1+ами#1+е#1+ах
0=аналог,1=аналог
0=багажник,1=багажник
0=бак,1=бак
0=банк,1=банк
0=барак,1=барак
0=башмак,1=башмак
0=бег,1=бег
0=бланк,1=бланк
0=блеск,1=блеск
0=блок,1=блок
0=бомбардировщик,1=бомбардировщик
0=брак,1=брак
0=будильник,1=будильник
0=бумажник,1=бумажник
0=ватник,1=ватник
0=веник,1=веник
0=верх,1=верх
0=вздох,1=вздох
0=взмах,1=взмах
0=визг,1=визг
0=воздух,1=воздух
0=восток,1=восток
0=восторг,1=восторг
0=всплеск,1=всплеск
0=вторник,1=вторник
0=выпуск,1=выпуск
0=галстук,1=галстук
0=горох,1=горох
0=график,1=график
0=грех,1=грех
0=грузовик,1=грузовик
0=датчик,1=датчик
0=дворик,1=дворик
0=диалог,1=диалог
0=диск,1=диск
0=дневник,1=дневник
0=док,1=док
0=долг,1=долг
0=домик,1=домик
0=дух,1=дух
0=завтрак,1=завтрак
0=залог,1=залог
0=запах,1=запах
0=заповедник,1=заповедник
0=звук,1=звук
0=знак,1=знак
0=зонтик,1=зонтик
0=зоопарк,1=зоопарк
0=иск,1=иск
0=испуг,1=испуг
0=исток,1=исток
0=источник,1=источник
0=итог,1=итог
0=кабак,1=кабак
0=каблук,1=каблук
0=каталог,1=каталог
0=киоск,1=киоск
0=кишечник,1=кишечник
0=клок,1=клок
0=ключик,1=ключик
0=коврик,1=коврик
0=колокольчик,1=колокольчик
0=колпак,1=колпак
0=кончик,1=кончик
0=коньяк,1=коньяк
0=косяк,1=косяк
0=крах,1=крах
0=крик,1=крик
0=круг,1=круг
0=крюк,1=крюк
0=кубик,1=кубик
0=кулак,1=кулак
0=кустарник,1=кустарник
0=лак,1=лак
0=лизинг,1=лизинг
0=лик,1=лик
0=лозунг,1=лозунг
0=лоток,1=лоток
0=лук,1=лук
0=люк,1=люк
0=мак,1=мак
0=маркетинг,1=маркетинг
0=материк,1=материк
0=мах,1=мах
0=маяк,1=маяк
0=миг,1=миг
0=митинг,1=митинг
0=мозг,1=мозг
0=мониторинг,1=мониторинг
0=монолог,1=монолог
0=морг,1=морг
0=мостик,1=мостик
0=мрак,1=мрак
0=мячик,1=мячик
0=навык,1=навык
0=налог,1=налог
0=намек,1=намёк
0=наркотик,1=наркотик
0=наручник,1=наручник
0=натиск,1=натиск
0=недуг,1=недуг
0=облик,1=облик
0=обморок,1=обморок
0=обыск,1=обыск
0=овраг,1=овраг
0=ожог,1=ожог
0=орех,1=орех
0=особняк,1=особняк
0=отдых,1=отдых
0=отклик,1=отклик
0=отсек,1=отсек
0=очаг,1=очаг
0=очерк,1=очерк
0=пакетик,1=пакетик
0=пальчик,1=пальчик
0=памятник,1=памятник
0=парик,1=парик
0=парк,1=парк
0=пиджак,1=пиджак
0=пик,1=пик
0=пирог,1=пирог
0=пластик,1=пластик
0=побег,1=побег
0=подвиг,1=подвиг
0=подоконник,1=подоконник
0=позвоночник,1=позвоночник
0=поиск,1=поиск
0=полк,1=полк
0=полумрак,1=полумрак
0=понедельник,1=понедельник
0=порог,1=порог
0=порок,1=порок
0=поток,1=поток
0=почерк,1=почерк
0=праздник,1=праздник
0=прах,1=прах
0=предлог,1=предлог
0=признак,1=признак
0=призрак,1=призрак
0=приток,1=приток
0=приёмник,1=приёмник
0=пропуск,1=пропуск
0=прутик,1=прутик
0=пряник,1=пряник
0=пуск,1=пуск
0=пустяк,1=пустяк
0=пух,1=пух
0=размах,1=размах
0=ранг,1=ранг
0=рейтинг,1=рейтинг
0=рейх,1=рейх
0=риск,1=риск
0=родник,1=родник
0=розыск,1=розыск
0=рок,1=рок
0=ролик,1=ролик
0=рычаг,1=рычаг
0=рюкзак,1=рюкзак
0=садик,1=садик
0=сапог,1=сапог
0=сборник,1=сборник
0=светильник,1=светильник
0=сдвиг,1=сдвиг
0=синяк,1=синяк
0=слог,1=слог
0=слух,1=слух
0=смех,1=смех
0=сок,1=сок
0=справочник,1=справочник
0=спуск,1=спуск
0=спутник,1=спутник
0=срок,1=срок
0=стаканчик,1=стаканчик
0=стих,1=стих
0=стихи,1=стих
0=столик,1=столик
0=страх,1=страх
0=стук,1=стук
0=стык,1=стык
0=сундук,1=сундук
0=счетчик,1=счётчик
0=табак,1=табак
0=тайник,1=тайник
0=танк,1=танк
0=ток,1=ток
0=толк,1=толк
0=топик,1=топик
0=торг,1=торг
0=треск,1=треск
0=треугольник,1=треугольник
0=трюк,1=трюк
0=тупик,1=тупик
0=урок,1=урок
0=усик,1=усик
0=успех,1=успех
0=утюг,1=утюг
0=учебник,1=учебник
0=фартук,1=фартук
0=фиг,1=фиг
0=флаг,1=флаг
0=фланг,1=фланг
0=фрак,1=фрак
0=холдинг,1=холдинг
0=холодильник,1=холодильник
0=цветник,1=цветник
0=цех,1=цех
0=цирк,1=цирк
0=чайник,1=чайник
0=чек,1=чек
0=чемоданчик,1=чемоданчик
0=чердак,1=чердак
0=чеснок,1=чеснок
0=четверг,1=четверг
0=шаг,1=шаг
0=шарик,1=шарик
0=шашлык,1=шашлык
0=шланг,1=шланг
0=шок,1=шок
0=шорох,1=шорох
0=штык,1=штык
0=язык,1=язык
0=ящик,1=ящик
1#1+и#1+а#1+ов#1+у#1+ам#1+а#1+ов#1+ом#1+ами#1+е#1+ах
0=академик,1=академик
0=алкоголик,1=алкоголик
0=аллах,1=аллах
0=аналитик,1=аналитик
0=биолог,1=биолог
0=бог,1=бог
0=боевик,1=боевик
0=болельщик,1=болельщик
0=большевик,1=большевик
0=бык,1=бык
0=бюджетник,1=бюджетник
0=вестник,1=вестник
0=виновник,1=виновник
0=вкладчик,1=вкладчик
0=внук,1=внук
0=волк,1=волк
0=волшебник,1=волшебник
0=воротник,1=воротник
0=воспитанник,1=воспитанник
0=враг,1=враг
0=всадник,1=всадник
0=выпускник,1=выпускник
0=гаишник,1=гаишник
0=геолог,1=геолог
0=герцог,1=герцог
0=голубчик,1=голубчик
0=гонщик,1=гонщик
0=грек,1=грек
0=грешник,1=грешник
0=грузчик,1=грузчик
0=двойник,1=двойник
0=дворник,1=дворник
0=десантник,1=десантник
0=докладчик,1=докладчик
0=должник,1=должник
0=досуг,1=досуг
0=драматург,1=драматург
0=дурак,1=дурак
0=единомышленник,1=единомышленник
0=железнодорожник,1=железнодорожник
0=жених,1=жених
0=жук,1=жук
0=жулик,1=жулик
0=зайчик,1=зайчик
0=заказчик,1=заказчик
0=заложник,1=заложник
0=защитник,1=защитник
0=заёмщик,1=заёмщик
0=зек,1=зек
0=земляк,1=земляк
0=знаток,1=знаток
0=зэк,1=зэк
0=игрок,1=игрок
0=идеолог,1=идеолог
0=избранник,1=избранник
0=извозчик,1=извозчик
0=историк,1=историк
0=казак,1=казак
0=карлик,1=карлик
0=католик,1=католик
0=классик,1=классик
0=колхозник,1=колхозник
0=конунг,1=конунг
0=критик,1=критик
0=кролик,1=кролик
0=любовник,1=любовник
0=лётчик,1=лётчик
0=маг,1=маг
0=мальчик,1=мальчик
0=маньяк,1=маньяк
0=математик,1=математик
0=медик,1=медик
0=металлург,1=металлург
0=механик,1=механик
0=монарх,1=монарх
0=монах,1=монах
0=моряк,1=моряк
0=мужик,1=мужик
0=мученик,1=мученик
0=налогоплательщик,1=налогоплательщик
0=напарник,1=напарник
0=наследник,1=наследник
0=наставник,1=наставник
0=начальник,1=начальник
0=нефтяник,1=нефтяник
0=одноклассник,1=одноклассник
0=олигарх,1=олигарх
0=оперативник,1=оперативник
0=ответчик,1=ответчик
0=охотник,1=охотник
0=охранник,1=охранник
0=пастух,1=пастух
0=патриарх,1=патриарх
0=паук,1=паук
0=педагог,1=педагог
0=переводчик,1=переводчик
0=петух,1=петух
0=племянник,1=племянник
0=пленник,1=пленник
0=плотник,1=плотник
0=пограничник,1=пограничник
0=подполковник,1=подполковник
0=подрядчик,1=подрядчик
0=поклонник,1=поклонник
0=покойник,1=покойник
0=политик,1=политик
0=политолог,1=политолог
0=полковник,1=полковник
0=поляк,1=поляк
0=помещик,1=помещик
0=помощник,1=помощник
0=попутчик,1=попутчик
0=поручик,1=поручик
0=посредник,1=посредник
0=поставщик,1=поставщик
0=прапорщик,1=прапорщик
0=предшественник,1=предшественник
0=преемник,1=преемник
0=преступник,1=преступник
0=проводник,1=проводник
0=прозаик,1=прозаик
0=промышленник,1=промышленник
0=пророк,1=пророк
0=противник,1=противник
0=псих,1=псих
0=психолог,1=психолог
0=путешественник,1=путешественник
0=работник,1=работник
0=разбойник,1=разбойник
0=разведчик,1=разведчик
0=рак,1=рак
0=рассказчик,1=рассказчик
0=ровесник,1=ровесник
0=родственник,1=родственник
0=романтик,1=романтик
0=рыбак,1=рыбак
0=сверстник,1=сверстник
0=священник,1=священник
0=силовик,1=силовик
0=собеседник,1=собеседник
0=собственник,1=собственник
0=советник,1=советник
0=современник,1=современник
0=солдатик,1=солдатик
0=соотечественник,1=соотечественник
0=соперник,1=соперник
0=соратник,1=соратник
0=сотрудник,1=сотрудник
0=союзник,1=союзник
0=старик,1=старик
0=сторонник,1=сторонник
0=сумрак,1=сумрак
0=супруг,1=супруг
0=сыщик,1=сыщик
0=теоретик,1=теоретик
0=техник,1=техник
0=толстяк,1=толстяк
0=труженик,1=труженик
0=уголовник,1=уголовник
0=узник,1=узник
0=участник,1=участник
0=ученик,1=ученик
0=физик,1=физик
0=франк,1=франк
0=химик,1=химик
0=хирург,1=хирург
0=хищник,1=хищник
0=художник,1=художник
0=чех,1=чех
0=чиновник,1=чиновник
0=чудак,1=чудак
0=школьник,1=школьник
0=энергетик,1=энергетик
0=ёжик,1=ёжик
1+о#1+а#1+а#1#1+у#1+ам#1+о#1+а#1+ом#1+ами#1+е#1+ах
0=агентство,1=агентств
0=антитело,1=антител
0=банкротство,1=банкротств
0=бегство,1=бегств
0=беспокойство,1=беспокойств
0=бешенство,1=бешенств
0=благо,1=благ
0=благородство,1=благородств
0=благоустройство,1=благоустройств
0=блаженство,1=блаженств
0=блюдо,1=блюд
0=богатство,1=богатств
0=болото,1=болот
0=большинство,1=большинств
0=братство,1=братств
0=ведомство,1=ведомств
0=величество,1=величеств
0=вещество,1=веществ
0=вино,1=вин
0=вмешательство,1=вмешательств
0=войско,1=войск
0=воровство,1=воровств
0=говно,1=говн
0=горло,1=горл
0=господство,1=господств
0=государство,1=государств
0=гражданство,1=гражданств
0=дежурство,1=дежурств
0=действо,1=действ
0=дело,1=дел
0=дерьмо,1=дерьм
0=детство,1=детств
0=добро,1=добр
0=доказательство,1=доказательств
0=достоинство,1=достоинств
0=духовенство,1=духовенств
0=единство,1=единств
0=железо,1=желез
0=жительство,1=жительств
0=законодательство,1=законодательств
0=зеркало,1=зеркал
0=знакомство,1=знакомств
0=издательство,1=издательств
0=издевательство,1=издевательств
0=имущество,1=имуществ
0=искусство,1=искусств
0=качество,1=качеств
0=количество,1=количеств
0=копыто,1=копыт
0=королевство,1=королевств
0=корыто,1=корыт
0=лекарство,1=лекарств
0=лето,1=лет
0=лицо,1=лиц
0=любопытство,1=любопытств
0=мастерство,1=мастерств
0=меньшинство,1=меньшинств
0=место,1=мест
0=министерство,1=министерств
0=множество,1=множеств
0=могущество,1=могуществ
0=мужество,1=мужеств
0=мыло,1=мыл
0=мясо,1=мяс
0=наследство,1=наследств
0=начало,1=начал
0=начальство,1=начальств
0=невежество,1=невежеств
0=недовольство,1=недовольств
0=неравенство,1=неравенств
0=несовершенство,1=несовершенств
0=неудобство,1=неудобств
0=новшество,1=новшеств
0=нутро,1=нутр
0=обстоятельство,1=обстоятельств
0=общество,1=обществ
0=обязательство,1=обязательств
0=одеяло,1=одеял
0=одиночество,1=одиночеств
0=отечество,1=отечеств
0=отчество,1=отчеств
0=партнерство,1=партнёрств
0=первенство,1=первенств
0=пиво,1=пив
0=покрывало,1=покрывал
0=посольство,1=посольств
0=потомство,1=потомств
0=правило,1=правил
0=правительство,1=правительств
0=право,1=прав
0=превосходство,1=превосходств
0=предательство,1=предательств
0=предпринимательство,1=предпринимательств
0=представительство,1=представительств
0=преимущество,1=преимуществ
0=производство,1=производств
0=пророчество,1=пророчеств
0=пространство,1=пространств
0=пьянство,1=пьянств
0=рабство,1=рабств
0=равенство,1=равенств
0=разбирательство,1=разбирательств
0=расстройство,1=расстройств
0=рождество,1=рождеств
0=руководство,1=руководств
0=сало,1=сал
0=самоубийство,1=самоубийств
0=светило,1=светил
0=свидетельство,1=свидетельств
0=свойство,1=свойств
0=семейство,1=семейств
0=сено,1=сен
0=серебро,1=серебр
0=слово,1=слов
0=совершенство,1=совершенств
0=содружество,1=содружеств
0=сообщество,1=сообществ
0=соседство,1=соседств
0=сотрудничество,1=сотрудничеств
0=средство,1=средств
0=стадо,1=стад
0=строительство,1=строительств
0=судопроизводство,1=судопроизводств
0=сходство,1=сходств
0=таинство,1=таинств
0=творчество,1=творчеств
0=тело,1=тел
0=тепло,1=тепл
0=тесто,1=тест
0=товарищество,1=товариществ
0=топливо,1=топлив
0=торжество,1=торжеств
0=убийство,1=убийств
0=удобство,1=удобств
0=упорство,1=упорств
0=устройство,1=устройств
0=утро,1=утр
0=утро,1=утр
0=ходатайство,1=ходатайств
0=хозяйство,1=хозяйств
0=царство,1=царств
0=человечество,1=человечеств
0=чувство,1=чувств
0=чучело,1=чучел
0=эхо,1=эх
1+а#1+и#1+и#1#1+е#1+ам#1+у#1+и#1+ою#1+ами#1+е#1+ах
0=аптека,1=аптек
0=арифметика,1=арифметик
0=атака,1=атак
0=библиотека,1=библиотек
0=бумага,1=бумаг
0=влага,1=влаг
0=галактика,1=галактик
0=генетика,1=генетик
0=гимнастика,1=гимнастик
0=графика,1=график
0=диагностика,1=диагностик
0=динамика,1=динамик
0=дискотека,1=дискотек
0=дорога,1=дорог
0=драка,1=драк
0=дуга,1=дуг
0=душа,1=душ
0=журналистика,1=журналистик
0=заслуга,1=заслуг
0=интрига,1=интриг
0=истерика,1=истерик
0=классика,1=классик
0=клиника,1=клиник
0=книга,1=книг
0=коробочка,1=коробочк
0=косметика,1=косметик
0=критика,1=критик
0=ласка,1=ласк
0=лига,1=лиг
0=лирика,1=лирик
0=логика,1=логик
0=логистика,1=логистик
0=лука,1=лук
0=математика,1=математик
0=методика,1=методик
0=механика,1=механик
0=мистика,1=мистик
0=музыка,1=музык
0=мука,1=мук
0=наука,1=наук
0=нога,1=ног
0=округа,1=округ
0=опека,1=опек
0=отвага,1=отваг
0=пазуха,1=пазух
0=паника,1=паник
0=пасха,1=пасх
0=педагогика,1=педагогик
0=полемика,1=полемик
0=поликлиника,1=поликлиник
0=политика,1=политик
0=помеха,1=помех
0=практика,1=практик
0=присяга,1=присяг
0=проблематика,1=проблематик
0=проволока,1=проволок
0=профилактика,1=профилактик
0=психика,1=психик
0=публика,1=публик
0=радуга,1=радуг
0=разлука,1=разлук
0=река,1=рек
0=реплика,1=реплик
0=республика,1=республик
0=романтика,1=романтик
0=рубаха,1=рубах
0=рубрика,1=рубрик
0=рука,1=рук
0=символика,1=символик
0=скука,1=скук
0=специфика,1=специфик
0=статистика,1=статистик
0=строка,1=строк
0=судорога,1=судорог
0=тактика,1=тактик
0=телега,1=телег
0=тематика,1=тематик
0=техника,1=техник
0=тоска,1=тоск
0=тревога,1=тревог
0=тяга,1=тяг
0=улика,1=улик
0=услуга,1=услуг
0=уха,1=ух
0=фабрика,1=фабрик
0=фантастика,1=фантастик
0=фига,1=фиг
0=физика,1=физик
0=характеристика,1=характеристик
0=хроника,1=хроник
0=чепуха,1=чепух
0=штука,1=штук
0=экономика,1=экономик
0=электроника,1=электроник
0=энергетика,1=энергетик
0=эпоха,1=эпох
0=эстетика,1=эстетик
0=этика,1=этик
1+а#1+и#1+и#1#1+е#1+ам#1+у#1+и#1+ой#1+ами#1+е#1+ах
0=аптека,1=аптек
0=арифметика,1=арифметик
0=атака,1=атак
0=библиотека,1=библиотек
0=бумага,1=бумаг
0=влага,1=влаг
0=галактика,1=галактик
0=генетика,1=генетик
0=гимнастика,1=гимнастик
0=графика,1=график
0=диагностика,1=диагностик
0=динамика,1=динамик
0=дискотека,1=дискотек
0=дорога,1=дорог
0=драка,1=драк
0=дуга,1=дуг
0=душа,1=душ
0=журналистика,1=журналистик
0=заслуга,1=заслуг
0=интрига,1=интриг
0=истерика,1=истерик
0=классика,1=классик
0=клиника,1=клиник
0=книга,1=книг
0=коробочка,1=коробочк
0=косметика,1=косметик
0=критика,1=критик
0=ласка,1=ласк
0=лига,1=лиг
0=лирика,1=лирик
0=логика,1=логик
0=логистика,1=логистик
0=лука,1=лук
0=математика,1=математик
0=методика,1=методик
0=механика,1=механик
0=мистика,1=мистик
0=музыка,1=музык
0=мука,1=мук
0=наука,1=наук
0=нога,1=ног
0=округа,1=округ
0=опека,1=опек
0=отвага,1=отваг
0=пазуха,1=пазух
0=паника,1=паник
0=пасха,1=пасх
0=педагогика,1=педагогик
0=полемика,1=полемик
0=поликлиника,1=поликлиник
0=политика,1=политик
0=помеха,1=помех
0=практика,1=практик
0=присяга,1=присяг
0=проблематика,1=проблематик
0=проволока,1=проволок
0=профилактика,1=профилактик
0=психика,1=психик
0=публика,1=публик
0=радуга,1=радуг
0=разлука,1=разлук
0=река,1=рек
0=реплика,1=реплик
0=республика,1=республик
0=романтика,1=романтик
0=рубаха,1=рубах
0=рубрика,1=рубрик
0=рука,1=рук
0=символика,1=символик
